ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,DépenseTotale,Anciennete,TotalChildren,features,scaledFeatures,Education_index,Marital_Status_index,Education_encoded,Marital_Status_encoded,features_,pca_features
4248,1960,Master,Single,98777,0,0,,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,3,11,0,64,2008,0,0,"[64.0,23.0,2008.0,0.0,0.0]","[0.7347924344988573,-0.901490463281729,2.3282747088756226,0.0,-1.264223013300979]",2.0,2.0,"(4,[2],[1.0])","(7,[2],[1.0])","(16,[0,1,2,4,7,11],[0.7347924344988573,-0.901490463281729,2.3282747088756226,-1.264223013300979,1.0,1.0])","[-2.5611127837455303,0.3171956403894527]"
6728,1985,Graduation,Together,29103,1,0,,38,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,3,11,0,39,48,0,1,"[39.0,38.0,48.0,0.0,1.0]","[-1.351310294623381,-0.3835785274645794,-0.9261915711481183,0.0,0.06591298942057865]",0.0,1.0,"(4,[0],[1.0])","(7,[1],[1.0])","(16,[0,1,2,4,5,10],[-1.351310294623381,-0.3835785274645794,-0.9261915711481183,0.06591298942057865,1.0,1.0])","[0.7482422849159142,-1.4561004664514452]"
6661,1974,Graduation,Married,67445,0,1,,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,3,11,0,50,1174,0,1,"[50.0,63.0,1174.0,0.0,1.0]","[-0.43342509380959615,0.47960803223066995,0.9434660978859285,0.0,0.06591298942057865]",0.0,0.0,"(4,[0],[1.0])","(7,[0],[1.0])","(16,[0,1,2,4,5,9],[-0.43342509380959615,0.47960803223066995,0.9434660978859285,0.06591298942057865,1.0,1.0])","[-0.6122285547251742,0.007117875164669357]"
4725,1950,PhD,Together,50616,0,1,,71,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,3,11,0,74,67,0,1,"[74.0,71.0,67.0,0.0,1.0]","[1.5692335261477526,0.7558277313331497,-0.8946431735356434,0.0,0.06591298942057865]",1.0,1.0,"(4,[1],[1.0])","(7,[1],[1.0])","(16,[0,1,2,4,6,10],[1.5692335261477526,0.7558277313331497,-0.8946431735356434,0.06591298942057865,1.0,1.0])","[0.6286436346001643,1.5641706818441796]"
3277,1955,Graduation,Divorced,49431,0,1,,9,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,3,11,0,69,365,0,1,"[69.0,9.0,365.0,0.0,1.0]","[1.152012980323305,-1.3848749367110686,-0.39983146361366645,0.0,0.06591298942057865]",0.0,3.0,"(4,[0],[1.0])","(7,[3],[1.0])","(16,[0,1,2,4,5,12],[1.152012980323305,-1.3848749367110686,-0.39983146361366645,0.06591298942057865,1.0,1.0])","[0.30083841201565986,0.2953302771873333]"
5555,1975,Graduation,Divorced,153924,0,0,,81,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,11,0,49,6,0,0,"[49.0,81.0,6.0,0.0,0.0]","[-0.5168692029744857,1.1011023552112496,-0.9959301342914842,0.0,-1.264223013300979]",0.0,3.0,"(4,[0],[1.0])","(7,[3],[1.0])","(16,[0,1,2,4,5,12],[-0.5168692029744857,1.1011023552112496,-0.9959301342914842,-1.264223013300979,1.0,1.0])","[-0.17138215474572982,-0.3277325396391867]"
2564,1953,Graduation,Together,61278,0,1,,87,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,3,11,0,71,165,0,1,"[71.0,87.0,165.0,0.0,1.0]","[1.318901198653084,1.3082671295381094,-0.7319198595344563,0.0,0.06591298942057865]",0.0,1.0,"(4,[0],[1.0])","(7,[1],[1.0])","(16,[0,1,2,4,5,10],[1.318901198653084,1.3082671295381094,-0.7319198595344563,0.06591298942057865,1.0,1.0])","[0.5182765079164183,1.6302913229187188]"
946,1958,2n Cycle,Together,26490,0,0,,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,3,11,0,66,210,0,0,"[66.0,92.0,210.0,0.0,0.0]","[0.9016806528286364,1.4809044414771593,-0.6571999704522786,0.0,-1.264223013300979]",3.0,1.0,"(4,[3],[1.0])","(7,[1],[1.0])","(16,[0,1,2,4,8,10],[0.9016806528286364,1.4809044414771593,-0.6571999704522786,-1.264223013300979,1.0,1.0])","[-0.45824778889144563,1.1079788734530802]"
3867,1947,PhD,Together,73059,0,1,,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,3,11,0,77,1095,0,1,"[77.0,36.0,1095.0,0.0,1.0]","[1.8195658536424213,-0.4526334522401993,0.8122911814972166,0.0,0.06591298942057865]",1.0,1.0,"(4,[1],[1.0])","(7,[1],[1.0])","(16,[0,1,2,4,6,10],[1.8195658536424213,-0.4526334522401993,0.8122911814972166,0.06591298942057865,1.0,1.0])","[-0.58526018384597,1.4777000145586296]"
6940,1966,PhD,Single,46734,1,2,,86,100,1,39,6,1,76,4,3,2,3,6,1,0,0,0,0,0,3,11,0,58,223,0,3,"[58.0,86.0,223.0,0.0,3.0]","[0.2341277795095201,1.2737396671502994,-0.6356142247174272,0.0,2.7261849948636936]",1.0,2.0,"(4,[1],[1.0])","(7,[2],[1.0])","(16,[0,1,2,4,6,11],[0.2341277795095201,1.2737396671502994,-0.6356142247174272,2.7261849948636936,1.0,1.0])","[2.355561650213046,1.2193621540379276]"
55,1963,Graduation,Together,56253,0,1,,83,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,3,11,0,61,597,0,1,"[61.0,83.0,597.0,0.0,1.0]","[0.48446010700418873,1.1701572799868694,-0.014608924345550198,0.0,0.06591298942057865]",0.0,1.0,"(4,[0],[1.0])","(7,[1],[1.0])","(16,[0,1,2,4,5,10],[0.48446010700418873,1.1701572799868694,-0.014608924345550198,0.06591298942057865,1.0,1.0])","[0.03584188217852996,0.9635608703885497]"
7093,1985,Graduation,Married,19986,1,0,,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,3,11,0,39,22,0,1,"[39.0,74.0,22.0,0.0,1.0]","[-1.351310294623381,0.8594101184965797,-0.969363062617821,0.0,0.06591298942057865]",0.0,0.0,"(4,[0],[1.0])","(7,[0],[1.0])","(16,[0,1,2,4,5,9],[-1.351310294623381,0.8594101184965797,-0.969363062617821,0.06591298942057865,1.0,1.0])","[0.7728440837282177,-0.8889968960039255]"
5084,1975,Graduation,Widow,58330,0,1,,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,3,11,0,49,1064,0,1,"[49.0,87.0,1064.0,0.0,1.0]","[-0.5168692029744857,1.3082671295381094,0.7608174801294941,0.0,0.06591298942057865]",0.0,4.0,"(4,[0],[1.0])","(7,[4],[1.0])","(16,[0,1,2,4,5,13],[-0.5168692029744857,1.3082671295381094,0.7608174801294941,0.06591298942057865,1.0,1.0])","[-0.48396209336170176,0.2908126854377351]"
1777,1980,Basic,Married,25965,0,0,,29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,3,11,0,44,74,0,0,"[44.0,29.0,74.0,0.0,0.0]","[-0.9340897487989334,-0.6943256889548691,-0.8830200796784157,0.0,-1.264223013300979]",4.0,0.0,"(4,[],[])","(7,[0],[1.0])","(16,[0,1,2,4,9],[-0.9340897487989334,-0.6943256889548691,-0.8830200796784157,-1.264223013300979,1.0])","[-0.2297163375780138,-1.4949159139130426]"
8162,1956,Master,Together,14661,0,0,,88,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,3,11,0,68,26,0,0,"[68.0,88.0,26.0,0.0,0.0]","[1.0685688711584154,1.3427945919259192,-0.9627212946994053,0.0,-1.264223013300979]",2.0,1.0,"(4,[2],[1.0])","(7,[1],[1.0])","(16,[0,1,2,4,7,10],[1.0685688711584154,1.3427945919259192,-0.9627212946994053,-1.264223013300979,1.0,1.0])","[-0.24589157577567755,1.1403640553325094]"
10826,1959,Graduation,Married,18690,0,0,,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,3,11,0,65,60,0,0,"[65.0,77.0,60.0,0.0,0.0]","[0.8182365436637469,0.9629925056600096,-0.906266267392871,0.0,-1.264223013300979]",0.0,0.0,"(4,[0],[1.0])","(7,[0],[1.0])","(16,[0,1,2,4,5,9],[0.8182365436637469,0.9629925056600096,-0.906266267392871,-1.264223013300979,1.0,1.0])","[-0.27627022070993523,0.760215566203278]"
8754,1974,PhD,Together,45068,0,1,,25,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,3,11,0,50,20,0,1,"[50.0,25.0,20.0,0.0,1.0]","[-0.43342509380959615,-0.8324355385061091,-0.972683946577029,0.0,0.06591298942057865]",1.0,1.0,"(4,[1],[1.0])","(7,[1],[1.0])","(16,[0,1,2,4,6,10],[-0.43342509380959615,-0.8324355385061091,-0.972683946577029,0.06591298942057865,1.0,1.0])","[0.7546315179466364,-0.8877927972076918]"
1987,1987,Basic,Single,21063,1,0,,34,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,0,3,11,0,37,59,0,1,"[37.0,34.0,59.0,0.0,1.0]","[-1.51819851295316,-0.5216883770158193,-0.9079267093724749,0.0,0.06591298942057865]",4.0,2.0,"(4,[],[])","(7,[2],[1.0])","(16,[0,1,2,4,11],[-1.51819851295316,-0.5216883770158193,-0.9079267093724749,0.06591298942057865,1.0])","[0.7411837264242566,-1.6593453863549044]"
11007,1968,PhD,Married,29187,1,0,,43,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,0,3,11,0,56,34,0,1,"[56.0,43.0,34.0,0.0,1.0]","[0.06723956117974103,-0.2109412155255295,-0.9494377588625736,0.0,0.06591298942057865]",1.0,0.0,"(4,[1],[1.0])","(7,[0],[1.0])","(16,[0,1,2,4,6,9],[0.06723956117974103,-0.2109412155255295,-0.9494377588625736,0.06591298942057865,1.0,1.0])","[0.7193895932147085,-0.17066658946986557]"
7426,1971,2n Cycle,Married,54690,1,1,,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,3,11,0,53,198,0,2,"[53.0,76.0,198.0,0.0,2.0]","[-0.18309276631492757,0.9284650432721996,-0.677125274207526,0.0,1.3960489921421362]",3.0,0.0,"(4,[3],[1.0])","(7,[0],[1.0])","(16,[0,1,2,4,8,9],[-0.18309276631492757,0.9284650432721996,-0.677125274207526,1.3960489921421362,1.0,1.0])","[1.4640826477453193,0.4404838867490094]"
9153,1964,PhD,Married,59304,0,1,,81,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,3,11,0,60,1048,0,1,"[60.0,81.0,1048.0,0.0,1.0]","[0.4010159978392992,1.1011023552112496,0.7342504084558309,0.0,0.06591298942057865]",1.0,0.0,"(4,[1],[1.0])","(7,[0],[1.0])","(16,[0,1,2,4,6,9],[0.4010159978392992,1.1011023552112496,0.7342504084558309,0.06591298942057865,1.0,1.0])","[-0.492896315002124,0.9736679557063084]"
10379,1962,Master,Single,59247,0,2,,87,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,0,3,11,0,62,574,0,2,"[62.0,87.0,574.0,0.0,2.0]","[0.5679042161690783,1.3082671295381094,-0.05279908987644103,0.0,1.3960489921421362]",2.0,2.0,"(4,[2],[1.0])","(7,[2],[1.0])","(16,[0,1,2,4,7,11],[0.5679042161690783,1.3082671295381094,-0.05279908987644103,1.3960489921421362,1.0,1.0])","[0.9953920587344535,1.3502616038652901]"
9204,1970,Graduation,Widow,66731,0,1,,33,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,3,11,0,54,1029,0,1,"[54.0,33.0,1029.0,0.0,1.0]","[-0.09964865715003804,-0.5562158394036293,0.7027020108433559,0.0,0.06591298942057865]",0.0,4.0,"(4,[0],[1.0])","(7,[4],[1.0])","(16,[0,1,2,4,5,13],[-0.09964865715003804,-0.5562158394036293,0.7027020108433559,0.06591298942057865,1.0,1.0])","[-0.4467180191459292,-0.22273244971762657]"
3197,1980,Graduation,Married,77353,0,1,,38,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0,3,11,0,44,670,0,1,"[44.0,38.0,670.0,0.0,1.0]","[-0.9340897487989334,-0.3835785274645794,0.1066033401655381,0.0,0.06591298942057865]",0.0,0.0,"(4,[0],[1.0])","(7,[0],[1.0])","(16,[0,1,2,4,5,9],[-0.9340897487989334,-0.3835785274645794,0.1066033401655381,0.06591298942057865,1.0,1.0])","[0.001860646839169396,-0.944436343561647]"
2920,1975,PhD,Single,52614,0,1,,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,3,11,0,49,990,0,1,"[49.0,63.0,990.0,0.0,1.0]","[-0.5168692029744857,0.47960803223066995,0.6379447736388019,0.0,0.06591298942057865]",1.0,2.0,"(4,[1],[1.0])","(7,[2],[1.0])","(16,[0,1,2,4,6,11],[-0.5168692029744857,0.47960803223066995,0.6379447736388019,0.06591298942057865,1.0,1.0])","[-0.3926885873591731,-0.11016238128323752]"
6961,1974,Graduation,Married,26751,2,0,,26,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,50,11,0,2,"[50.0,26.0,11.0,0.0,2.0]","[-0.43342509380959615,-0.7979080761182991,-0.9876279243934645,0.0,1.3960489921421362]",0.0,0.0,"(4,[0],[1.0])","(7,[0],[1.0])","(16,[0,1,2,4,5,9],[-0.43342509380959615,-0.7979080761182991,-0.9876279243934645,1.3960489921421362,1.0,1.0])","[1.700799653167154,-0.6165167663537688]"
4673,1963,PhD,Married,81300,0,1,,17,1004,12,145,32,12,36,3,10,3,5,5,0,0,0,1,0,0,3,11,1,61,1241,0,1,"[61.0,17.0,1241.0,0.0,1.0]","[0.48446010700418873,-1.1086552376085888,1.0547157105193932,0.0,0.06591298942057865]",1.0,0.0,"(4,[1],[1.0])","(7,[0],[1.0])","(16,[0,1,2,4,6,9],[0.48446010700418873,-1.1086552376085888,1.0547157105193932,0.06591298942057865,1.0,1.0])","[-0.7122907865272308,0.07342890854648365]"
9937,1979,Graduation,Single,70337,0,0,,75,187,81,149,25,43,91,1,2,2,12,1,0,0,0,0,0,0,3,11,0,45,576,0,0,"[45.0,75.0,576.0,0.0,0.0]","[-0.8506456396340438,0.8939375808843897,-0.049478205917233134,0.0,-1.264223013300979]",0.0,2.0,"(4,[0],[1.0])","(7,[2],[1.0])","(16,[0,1,2,4,5,11],[-0.8506456396340438,0.8939375808843897,-0.049478205917233134,-1.264223013300979,1.0,1.0])","[-0.8318836210250344,-0.5649182463435223]"
8779,1985,2n Cycle,Married,36145,1,0,,13,56,4,76,17,1,18,4,4,1,3,9,1,0,0,0,0,0,3,11,1,39,172,0,1,"[39.0,13.0,172.0,0.0,1.0]","[-1.351310294623381,-1.2467650871598288,-0.7202967656772287,0.0,0.06591298942057865]",3.0,0.0,"(4,[3],[1.0])","(7,[0],[1.0])","(16,[0,1,2,4,8,9],[-1.351310294623381,-1.2467650871598288,-0.7202967656772287,0.06591298942057865,1.0,1.0])","[0.606257664185433,-1.823351964780503]"
9596,1980,PhD,Single,65295,0,0,,19,365,32,117,34,110,6,1,3,3,13,2,0,0,0,0,0,0,3,11,0,44,664,0,0,"[44.0,19.0,664.0,0.0,0.0]","[-0.9340897487989334,-1.039600312832969,0.0966406882879144,0.0,-1.264223013300979]",1.0,2.0,"(4,[1],[1.0])","(7,[2],[1.0])","(16,[0,1,2,4,6,11],[-0.9340897487989334,-1.039600312832969,0.0966406882879144,-1.264223013300979,1.0,1.0])","[-0.9235986241462545,-1.5062864430681642]"
2891,1963,Graduation,Divorced,68118,0,1,,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,3,11,0,61,928,0,1,"[61.0,51.0,928.0,0.0,1.0]","[0.48446010700418873,0.06527848357695029,0.534997370903357,0.0,0.06591298942057865]",0.0,3.0,"(4,[0],[1.0])","(7,[3],[1.0])","(16,[0,1,2,4,5,12],[0.48446010700418873,0.06527848357695029,0.534997370903357,0.06591298942057865,1.0,1.0])","[-0.34900279236055237,0.5366860592816264]"
4910,1967,Graduation,Divorced,68743,0,0,,81,1132,134,384,175,134,115,1,11,5,13,7,0,0,0,0,0,0,3,11,0,57,2074,0,0,"[57.0,81.0,2074.0,0.0,0.0]","[0.15068367034463057,1.1011023552112496,2.437863879529483,0.0,-1.264223013300979]",0.0,3.0,"(4,[0],[1.0])","(7,[3],[1.0])","(16,[0,1,2,4,5,12],[0.15068367034463057,1.1011023552112496,2.437863879529483,-1.264223013300979,1.0,1.0])","[-2.630338291180262,0.7599838306435406]"
75,1982,2n Cycle,Together,41039,0,0,,32,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,0,3,11,0,42,467,0,0,"[42.0,32.0,467.0,0.0,0.0]","[-1.1009779671287125,-0.5907433017914392,-0.2304663816940636,0.0,-1.264223013300979]",3.0,1.0,"(4,[3],[1.0])","(7,[1],[1.0])","(16,[0,1,2,4,8,10],[-1.1009779671287125,-0.5907433017914392,-0.2304663816940636,-1.264223013300979,1.0,1.0])","[-0.688298798857281,-1.490818773196372]"
10120,1955,Graduation,Together,38946,0,1,,84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,3,11,0,69,257,0,1,"[69.0,84.0,257.0,0.0,1.0]","[1.152012980323305,1.2046847423746794,-0.579159197410893,0.0,0.06591298942057865]",0.0,1.0,"(4,[0],[1.0])","(7,[1],[1.0])","(16,[0,1,2,4,5,10],[1.152012980323305,1.2046847423746794,-0.579159197410893,0.06591298942057865,1.0,1.0])","[0.4155573598753547,1.463294873074943]"
6327,1967,Graduation,Together,65777,0,0,,87,565,32,435,28,32,54,1,2,8,6,1,0,0,0,0,0,0,3,11,0,57,1146,0,0,"[57.0,87.0,1146.0,0.0,0.0]","[0.15068367034463057,1.3082671295381094,0.896973722457018,0.0,-1.264223013300979]",0.0,1.0,"(4,[0],[1.0])","(7,[1],[1.0])","(16,[0,1,2,4,5,10],[0.15068367034463057,1.3082671295381094,0.896973722457018,-1.264223013300979,1.0,1.0])","[-1.537308764593774,0.6228493378455111]"
10142,1976,PhD,Divorced,66476,0,1,,99,372,18,126,47,48,78,2,5,2,11,4,0,0,0,0,0,0,3,11,0,48,689,0,1,"[48.0,99.0,689.0,0.0,1.0]","[-0.6003133121393752,1.722596678191829,0.13815173777801315,0.0,0.06591298942057865]",1.0,3.0,"(4,[1],[1.0])","(7,[3],[1.0])","(16,[0,1,2,4,6,12],[-0.6003133121393752,1.722596678191829,0.13815173777801315,0.06591298942057865,1.0,1.0])","[-0.04126508934681868,0.31683851157266407]"
9826,1972,PhD,Single,86857,0,0,,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,3,11,1,52,2114,0,0,"[52.0,96.0,2114.0,0.0,0.0]","[-0.2665368754798171,1.619014291028399,2.504281558713641,0.0,-1.264223013300979]",1.0,2.0,"(4,[1],[1.0])","(7,[2],[1.0])","(16,[0,1,2,4,6,11],[-0.2665368754798171,1.619014291028399,2.504281558713641,-1.264223013300979,1.0,1.0])","[-2.6669226644299995,0.6533566609295178]"
1501,1982,PhD,Married,160803,0,0,,21,55,16,1622,17,3,4,15,0,28,1,0,0,0,0,0,0,0,3,11,0,42,1717,0,0,"[42.0,21.0,1717.0,0.0,0.0]","[-1.1009779671287125,-0.9705453880573489,1.8450860928108732,0.0,-1.264223013300979]",1.0,0.0,"(4,[1],[1.0])","(7,[0],[1.0])","(16,[0,1,2,4,6,9],[-1.1009779671287125,-0.9705453880573489,1.8450860928108732,-1.264223013300979,1.0,1.0])","[-2.160100312239091,-1.3525980573838132]"
10767,1989,PhD,Together,77845,0,0,,40,760,40,480,0,40,26,1,3,5,12,1,0,0,1,1,0,0,3,11,0,35,1346,0,0,"[35.0,40.0,1346.0,0.0,0.0]","[-1.6850867312829392,-0.3145236026889594,1.2290621183778079,0.0,-1.264223013300979]",1.0,1.0,"(4,[1],[1.0])","(7,[1],[1.0])","(16,[0,1,2,4,6,10],[-1.6850867312829392,-0.3145236026889594,1.2290621183778079,-1.264223013300979,1.0,1.0])","[-1.7075834212281182,-1.6408339318399932]"
7279,1969,PhD,Together,69476,0,0,,3,260,86,559,63,9,67,1,4,6,4,2,0,0,0,0,0,0,3,11,0,55,1044,0,0,"[55.0,3.0,1044.0,0.0,0.0]","[-0.0162045479851485,-1.5920397110379285,0.7276086405374151,0.0,-1.264223013300979]",1.0,1.0,"(4,[1],[1.0])","(7,[1],[1.0])","(16,[0,1,2,4,6,10],[-0.0162045479851485,-1.5920397110379285,0.7276086405374151,-1.264223013300979,1.0,1.0])","[-1.3977046271262843,-0.8834560942830644]"
7230,1960,PhD,Divorced,50611,0,1,,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,3,11,1,64,493,0,1,"[64.0,98.0,493.0,0.0,1.0]","[0.7347924344988573,1.6880692158040191,-0.18729489022436094,0.0,0.06591298942057865]",1.0,3.0,"(4,[1],[1.0])","(7,[3],[1.0])","(16,[0,1,2,4,6,12],[0.7347924344988573,1.6880692158040191,-0.18729489022436094,0.06591298942057865,1.0,1.0])","[0.14807270015269677,1.3898896800793474]"
143,1970,Graduation,Single,61209,0,0,,73,466,0,224,119,49,99,1,5,3,4,2,0,0,0,0,0,0,3,11,0,54,957,0,0,"[54.0,73.0,957.0,0.0,0.0]","[-0.09964865715003804,0.8248826561087697,0.5831501883118716,0.0,-1.264223013300979]",0.0,2.0,"(4,[0],[1.0])","(7,[2],[1.0])","(16,[0,1,2,4,5,11],[-0.09964865715003804,0.8248826561087697,0.5831501883118716,-1.264223013300979,1.0,1.0])","[-1.3042840434807035,0.13897135527211055]"
450,1958,Master,Together,42315,0,1,,90,67,15,80,17,11,80,3,1,4,4,3,0,0,0,0,0,0,3,11,0,66,270,0,1,"[66.0,90.0,270.0,0.0,1.0]","[0.9016806528286364,1.4118495167015392,-0.5575734516760417,0.0,0.06591298942057865]",2.0,1.0,"(4,[2],[1.0])","(7,[1],[1.0])","(16,[0,1,2,4,7,10],[0.9016806528286364,1.4118495167015392,-0.5575734516760417,0.06591298942057865,1.0,1.0])","[0.40707903440340637,1.348757795192106]"
9316,1952,Basic,Together,13084,0,0,,29,2,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,0,3,11,0,72,29,0,0,"[72.0,29.0,29.0,0.0,0.0]","[1.4023453078179735,-0.6943256889548691,-0.9577399687605934,0.0,-1.264223013300979]",4.0,1.0,"(4,[],[])","(7,[1],[1.0])","(16,[0,1,2,4,10],[1.4023453078179735,-0.6943256889548691,-0.9577399687605934,-1.264223013300979,1.0])","[-0.24998750798477554,0.48554530306936217]"
6379,1949,Master,Widow,47570,1,1,,3,67,1,20,0,2,31,3,2,2,2,7,0,0,0,0,0,0,3,11,1,75,121,0,2,"[75.0,3.0,121.0,0.0,2.0]","[1.6526776353126422,-1.5920397110379285,-0.8049793066370301,0.0,1.3960489921421362]",2.0,4.0,"(4,[2],[1.0])","(7,[4],[1.0])","(16,[0,1,2,4,7,13],[1.6526776353126422,-1.5920397110379285,-0.8049793066370301,1.3960489921421362,1.0,1.0])","[1.509517210280368,0.8229341703444828]"
9239,1961,Master,Married,61923,0,2,,94,92,4,18,3,3,6,1,2,1,4,3,0,0,0,0,0,0,3,11,0,63,126,0,2,"[63.0,94.0,126.0,0.0,2.0]","[0.6513483253339678,1.549959366252779,-0.7966770967390103,0.0,1.3960489921421362]",2.0,0.0,"(4,[2],[1.0])","(7,[0],[1.0])","(16,[0,1,2,4,7,9],[0.6513483253339678,1.549959366252779,-0.7966770967390103,1.3960489921421362,1.0,1.0])","[1.5197532004459664,1.4205769424748285]"
8315,1995,Graduation,Single,34824,0,0,,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,3,11,0,29,23,0,0,"[29.0,65.0,23.0,0.0,0.0]","[-2.1857513862722766,0.5486629570062899,-0.9677026206382171,0.0,-1.264223013300979]",0.0,2.0,"(4,[0],[1.0])","(7,[2],[1.0])","(16,[0,1,2,4,5,11],[-2.1857513862722766,0.5486629570062899,-0.9677026206382171,-1.264223013300979,1.0,1.0])","[-0.13636158394740228,-2.001089576689065]"
2868,1949,PhD,Single,26518,1,1,,33,20,1,28,3,3,2,3,2,0,3,8,0,0,0,0,0,0,3,11,1,75,57,0,2,"[75.0,33.0,57.0,0.0,2.0]","[1.6526776353126422,-0.5562158394036293,-0.9112475933316828,0.0,1.3960489921421362]",1.0,2.0,"(4,[1],[1.0])","(7,[2],[1.0])","(16,[0,1,2,4,6,11],[1.6526776353126422,-0.5562158394036293,-0.9112475933316828,1.3960489921421362,1.0,1.0])","[1.5799263281291713,1.2849034552952499]"
10888,1961,Graduation,Single,45938,0,0,,46,273,11,178,62,83,29,2,8,4,6,6,0,0,0,0,0,0,3,11,0,63,636,0,0,"[63.0,46.0,636.0,0.0,0.0]","[0.6513483253339678,-0.10735882836209958,0.05014831285900383,0.0,-1.264223013300979]",0.0,2.0,"(4,[0],[1.0])","(7,[2],[1.0])","(16,[0,1,2,4,5,11],[0.6513483253339678,-0.10735882836209958,0.05014831285900383,-1.264223013300979,1.0,1.0])","[-0.9448810592500958,0.2684520974080753]"
1277,1960,Graduation,Together,78468,0,0,,29,434,22,388,104,22,34,1,10,7,10,4,0,0,0,1,0,0,3,11,0,64,1004,0,0,"[64.0,29.0,1004.0,0.0,0.0]","[0.7347924344988573,-0.6943256889548691,0.6611909613532572,0.0,-1.264223013300979]",0.0,1.0,"(4,[0],[1.0])","(7,[1],[1.0])","(16,[0,1,2,4,5,10],[0.7347924344988573,-0.6943256889548691,0.6611909613532572,-1.264223013300979,1.0,1.0])","[-1.3784853272756599,0.1610006639988731]"
9977,1973,Graduation,Divorced,78901,0,1,,99,321,11,309,33,26,34,3,9,3,5,4,0,0,0,0,0,0,3,11,0,51,734,0,1,"[51.0,99.0,734.0,0.0,1.0]","[-0.3499809846447066,1.722596678191829,0.21287162686019084,0.0,0.06591298942057865]",0.0,3.0,"(4,[0],[1.0])","(7,[3],[1.0])","(16,[0,1,2,4,5,12],[-0.3499809846447066,1.722596678191829,0.21287162686019084,0.06591298942057865,1.0,1.0])","[-0.10217248551226028,0.5415257916871358]"
10196,1978,Graduation,Married,71427,2,0,,26,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,3,11,0,46,614,0,2,"[46.0,26.0,614.0,0.0,2.0]","[-0.7672015304691543,-0.7979080761182991,0.013618589307716939,0.0,1.3960489921421362]",0.0,0.0,"(4,[0],[1.0])","(7,[0],[1.0])","(16,[0,1,2,4,5,9],[-0.7672015304691543,-0.7979080761182991,0.013618589307716939,1.3960489921421362,1.0,1.0])","[1.000385468501572,-0.7498221667450721]"
6384,1978,Graduation,Divorced,71022,0,1,,30,909,12,278,0,12,242,3,5,2,11,8,1,0,0,0,0,0,3,11,0,46,1453,0,1,"[46.0,30.0,1453.0,0.0,1.0]","[-0.7672015304691543,-0.6597982265670591,1.4067294101954304,0.0,0.06591298942057865]",0.0,3.0,"(4,[0],[1.0])","(7,[3],[1.0])","(16,[0,1,2,4,5,12],[-0.7672015304691543,-0.6597982265670591,1.4067294101954304,0.06591298942057865,1.0,1.0])","[-0.925126669734889,-0.7332676166843431]"
